# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-03-26 17:28:17 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02037500 JAMES RIVER NEAR RICHMOND, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02037500
#            TS   parameter     statistic     Description
#        145310       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	145310_00060_00003	145310_00060_00003_cd
USGS	02037500	2023-08-11	2220	A
USGS	02037500	2023-08-12	2050	A
USGS	02037500	2023-08-13	2040	A
USGS	02037500	2023-08-14	2010	A
USGS	02037500	2023-08-15	1820	A
USGS	02037500	2023-08-16	1760	A
USGS	02037500	2023-08-17	1730	A
USGS	02037500	2023-08-18	1780	A
USGS	02037500	2023-08-19	1640	A
USGS	02037500	2023-08-20	1470	A
USGS	02037500	2023-08-21	1400	A
USGS	02037500	2023-08-22	1340	A
USGS	02037500	2023-08-23	1290	A
USGS	02037500	2023-08-24	1240	A
USGS	02037500	2023-08-25	1160	A
USGS	02037500	2023-08-26	1160	A
USGS	02037500	2023-08-27	1330	A
USGS	02037500	2023-08-28	1670	A
USGS	02037500	2023-08-29	2530	A
USGS	02037500	2023-08-30	3260	A
USGS	02037500	2023-08-31	3510	A
USGS	02037500	2023-09-01	2990	A
USGS	02037500	2023-09-02	2810	A
USGS	02037500	2023-09-03	2130	A
USGS	02037500	2023-09-04	1940	A
USGS	02037500	2023-09-05	1490	A
USGS	02037500	2023-09-06	1330	A
USGS	02037500	2023-09-07	1240	A
USGS	02037500	2023-09-08	1200	A
USGS	02037500	2023-09-09	1190	A
USGS	02037500	2023-09-10	1250	A
USGS	02037500	2023-09-11	1240	A
USGS	02037500	2023-09-12	1320	A
USGS	02037500	2023-09-13	1590	A
USGS	02037500	2023-09-14	1590	A
USGS	02037500	2023-09-15	1590	A
USGS	02037500	2023-09-16	1470	A
USGS	02037500	2023-09-17	1380	A
USGS	02037500	2023-09-18	1400	A
USGS	02037500	2023-09-19	1290	A
USGS	02037500	2023-09-20	1210	A
USGS	02037500	2023-09-21	1210	A
USGS	02037500	2023-09-22	1200	A
USGS	02037500	2023-09-23	2020	A
USGS	02037500	2023-09-24	5860	A
USGS	02037500	2023-09-25	5010	A
USGS	02037500	2023-09-26	3220	A
USGS	02037500	2023-09-27	2330	A
USGS	02037500	2023-09-28	1820	A
USGS	02037500	2023-09-29	1650	A
USGS	02037500	2023-09-30	1560	A
USGS	02037500	2023-10-01	1490	A
USGS	02037500	2023-10-02	1480	A
USGS	02037500	2023-10-03	1360	A
USGS	02037500	2023-10-04	1310	A
USGS	02037500	2023-10-05	1270	A
USGS	02037500	2023-10-06	1230	A
USGS	02037500	2023-10-07	1230	A
USGS	02037500	2023-10-08	1210	A
USGS	02037500	2023-10-09	1160	A
USGS	02037500	2023-10-10	1140	A
USGS	02037500	2023-10-11	1160	A
USGS	02037500	2023-10-12	1170	A
USGS	02037500	2023-10-13	1180	A
USGS	02037500	2023-10-14	1270	A
USGS	02037500	2023-10-15	1440	A
USGS	02037500	2023-10-16	1460	A
USGS	02037500	2023-10-17	1480	A
USGS	02037500	2023-10-18	1460	A
USGS	02037500	2023-10-19	1320	A
USGS	02037500	2023-10-20	1290	A
USGS	02037500	2023-10-21	1280	A
USGS	02037500	2023-10-22	1210	A
USGS	02037500	2023-10-23	1190	A
USGS	02037500	2023-10-24	1190	A
USGS	02037500	2023-10-25	1220	A
USGS	02037500	2023-10-26	1200	P
USGS	02037500	2023-10-27	1170	P
USGS	02037500	2023-10-28	1160	P
USGS	02037500	2023-10-29	1150	P
USGS	02037500	2023-10-30	1150	P
USGS	02037500	2023-10-31	1170	P
USGS	02037500	2023-11-01	1170	P
USGS	02037500	2023-11-02	1110	P
USGS	02037500	2023-11-03	1100	P
USGS	02037500	2023-11-04	1100	P
USGS	02037500	2023-11-05	1120	P
USGS	02037500	2023-11-06	1080	P
USGS	02037500	2023-11-07	1160	P
USGS	02037500	2023-11-08	1150	P
USGS	02037500	2023-11-09	1140	P
USGS	02037500	2023-11-10	1180	P
USGS	02037500	2023-11-11	1170	P
USGS	02037500	2023-11-12	1190	P
USGS	02037500	2023-11-13	1170	P
USGS	02037500	2023-11-14	1190	P
USGS	02037500	2023-11-15	1220	P
USGS	02037500	2023-11-16	1220	P
USGS	02037500	2023-11-17	1200	P
USGS	02037500	2023-11-18	1250	P
USGS	02037500	2023-11-19	1230	P
USGS	02037500	2023-11-20	1220	P
USGS	02037500	2023-11-21	1300	P
USGS	02037500	2023-11-22	2810	P
USGS	02037500	2023-11-23	9510	P
USGS	02037500	2023-11-24	6670	P
USGS	02037500	2023-11-25	4300	P
USGS	02037500	2023-11-26	3310	P
USGS	02037500	2023-11-27	2780	P
USGS	02037500	2023-11-28	2190	P
USGS	02037500	2023-11-29	1990	P
USGS	02037500	2023-11-30	1780	P
USGS	02037500	2023-12-01	1680	P
USGS	02037500	2023-12-02	1720	P
USGS	02037500	2023-12-03	1810	P
USGS	02037500	2023-12-04	1940	P
USGS	02037500	2023-12-05	2310	P
USGS	02037500	2023-12-06	2720	P
USGS	02037500	2023-12-07	2540	P
USGS	02037500	2023-12-08	2380	P
USGS	02037500	2023-12-09	2400	P
USGS	02037500	2023-12-10	2400	P
USGS	02037500	2023-12-11	7680	P
USGS	02037500	2023-12-12	16200	P
USGS	02037500	2023-12-13	11000	P
USGS	02037500	2023-12-14	7510	P
USGS	02037500	2023-12-15	5820	P
USGS	02037500	2023-12-16	4440	P
USGS	02037500	2023-12-17	4040	P
USGS	02037500	2023-12-18	10300	P
USGS	02037500	2023-12-19	15900	P
USGS	02037500	2023-12-20	9820	P
USGS	02037500	2023-12-21	6920	P
USGS	02037500	2023-12-22	5500	P
USGS	02037500	2023-12-23	4470	P
USGS	02037500	2023-12-24	3960	P
USGS	02037500	2023-12-25	3500	P
USGS	02037500	2023-12-26	3280	P
USGS	02037500	2023-12-27	4180	P
USGS	02037500	2023-12-28	9110	P
USGS	02037500	2023-12-29	9080	P
USGS	02037500	2023-12-30	10400	P
USGS	02037500	2023-12-31	9110	P
